G0129,Partial hosp prog service
90935,Hemodialysis one evaluation
90937,Hemodialysis repeated eval
90940,Hemodialysis access study
90945,Dialysis one evaluation
90947,Dialysis repeated eval
90951,Esrd serv 4 visits p mo <2yr
90952,Esrd serv 2-3 vsts p mo <2yr
90953,Esrd serv 1 visit p mo <2yrs
90954,Esrd serv 4 vsts p mo 2-11
90955,Esrd srv 2-3 vsts p mo 2-11
90956,Esrd srv 1 visit p mo 2-11
90957,Esrd srv 4 vsts p mo 12-19
90958,Esrd srv 2-3 vsts p mo 12-19
90959,Esrd serv 1 vst p mo 12-19
90960,Esrd srv 4 visits p mo 20+
90961,Esrd srv 2-3 vsts p mo 20+
90962,Esrd serv 1 visit p mo 20+
90963,Esrd home pt serv p mo <2yrs
90964,Esrd home pt serv p mo 2-11
90965,Esrd home pt serv p mo 12-19
90966,Esrd home pt serv p mo 20+
90967,Esrd home pt serv p day <2
90968,Esrd home pt srv p day 2-11
90969,Esrd home pt srv p day 12-19
90970,Esrd home pt serv p day 20+
90989,Dialysis training complete
90993,Dialysis training incompl
90997,Hemoperfusion
90999,Dialysis procedure
92002,Eye exam new patient
92004,Eye exam new patient
92012,Eye exam establish patient
92014,Eye exam&tx estab pt 1/>vst
92015,Determine refractive state
92018,New eye exam & treatment
92019,Eye exam & treatment
92020,Special eye evaluation
92025,Corneal topography
92060,Special eye evaluation
92065,Orthoptic/pleoptic training
92071,Contact lens fitting for tx
92072,Fit contac lens for managmnt
92081,Visual field examination(s)
92082,Visual field examination(s)
92083,Visual field examination(s)
92100,Serial tonometry exam(s)
92132,Cmptr ophth dx img ant segmt
92133,Cmptr ophth img optic nerve
92134,Cptr ophth dx img post segmt
92136,Ophthalmic biometry
92145,Corneal hysteresis deter
92225,Special eye exam initial
92226,Special eye exam subsequent
92227,Remote dx retinal imaging
92228,Remote retinal imaging mgmt
92230,Eye exam with photos
92235,Fluorescein angrph uni/bi
92240,Icg angiography uni/bi
92242,Fluorescein icg angiography
92250,Eye exam with photos
92260,Ophthalmoscopy/dynamometry
92265,Eye muscle evaluation
92270,Electro-oculography
92275,Electroretinography
92283,Color vision examination
92284,Dark adaptation eye exam
92285,Eye photography
92286,Internal eye photography
92287,Internal eye photography
92502,Ear and throat examination
92504,Ear microscopy examination
92507,Speech/hearing therapy
92508,Speech/hearing therapy
92521,Evaluation of speech fluency
92522,Evaluate speech production
92523,Speech sound lang comprehen
92524,Behavral qualit analys voice
92526,Oral function therapy
92550,Tympanometry & reflex thresh
92551,Pure tone hearing test air
92552,Pure tone audiometry air
92553,Audiometry air & bone
92555,Speech threshold audiometry
92556,Speech audiometry complete
92557,Comprehensive hearing test
92558,Evoked auditory test qual
92559,Group audiometric testing
92560,Bekesy audiometry screen
92561,Bekesy audiometry diagnosis
92562,Loudness balance test
92563,Tone decay hearing test
92564,Sisi hearing test
92565,Stenger test pure tone
92567,Tympanometry
92568,Acoustic refl threshold tst
92570,Acoustic immitance testing
92571,Filtered speech hearing test
92572,Staggered spondaic word test
92575,Sensorineural acuity test
92576,Synthetic sentence test
92577,Stenger test speech
92579,Visual audiometry (vra)
92582,Conditioning play audiometry
92583,Select picture audiometry
92584,Electrocochleography
92585,Auditor evoke potent compre
92586,Auditor evoke potent limit
92587,Evoked auditory test limited
92588,Evoked auditory tst complete
92590,Hearing aid exam one ear
92591,Hearing aid exam both ears
92592,Hearing aid check one ear
92593,Hearing aid check both ears
92594,Electro hearng aid test one
92595,Electro hearng aid tst both
92601,Cochlear implt f/up exam <7
92602,Reprogram cochlear implt <7
92603,Cochlear implt f/up exam 7/>
92604,Reprogram cochlear implt 7/>
92605,Ex for nonspeech device rx
92606,Non-speech device service
92607,Ex for speech device rx 1hr
92609,Use of speech device service
92620,Auditory function 60 min
92625,Tinnitus assessment
92626,Eval aud rehab status
92630,Aud rehab pre-ling hear loss
92633,Aud rehab postling hear loss
92640,Aud brainstem implt programg
92700,Ent procedure/service
92920,Prq cardiac angioplast 1 art
92924,Prq card angio/athrect 1 art
92928,Prq card stent w/angio 1 vsl
92933,Prq card stent/ath/angio
92937,Prq revasc byp graft 1 vsl
92941,Prq card revasc mi 1 vsl
92943,Prq card revasc chronic 1vsl
92950,Heart/lung resuscitation cpr
92953,Temporary external pacing
92960,Cardioversion electric ext
92961,Cardioversion electric int
92970,Cardioassist internal
92971,Cardioassist external
92975,Dissolve clot heart vessel
92977,Dissolve clot heart vessel
92986,Revision of aortic valve
92987,Revision of mitral valve
92990,Revision of pulmonary valve
92992,Revision of heart chamber
92993,Revision of heart chamber
92997,Pul art balloon repr percut
93260,Prgrmg dev eval impltbl sys
93261,Interrogate subq defib
93279,Pm device progr eval sngl
93280,Pm device progr eval dual
93281,Pm device progr eval multi
93282,Prgrmg eval implantable dfb
93283,Prgrmg eval implantable dfb
93284,Prgrmg eval implantable dfb
93285,Ilr device eval progr
93286,Peri-px pacemaker device evl
93287,Peri-px device eval & prgr
93288,Pm device eval in person
93289,Interrog device eval heart
93290,Icm device eval
93291,Ilr device interrogate
93292,Wcd device interrogate
93303,Echo transthoracic
93304,Echo transthoracic
93306,Tte w/doppler complete
93307,Tte w/o doppler complete
93308,Tte f-up or lmtd
93312,Echo transesophageal
93313,Echo transesophageal
93314,Echo transesophageal
93315,Echo transesophageal
93316,Echo transesophageal
93317,Echo transesophageal
93318,Echo transesophageal intraop
93350,Stress tte only
93351,Stress tte complete
93451,Right heart cath
93452,Left hrt cath w/ventrclgrphy
93453,R&l hrt cath w/ventriclgrphy
93454,Coronary artery angio s&i
93455,Coronary art/grft angio s&i
93456,R hrt coronary artery angio
93457,R hrt art/grft angio
93458,L hrt artery/ventricle angio
93459,L hrt art/grft angio
93460,R&l hrt art/ventricle angio
93461,R&l hrt art/ventricle angio
93503,Insert/place heart catheter
93530,Rt heart cath congenital
93531,R & l heart cath congenital
93532,R & l heart cath congenital
93533,R & l heart cath congenital
93580,Transcath closure of asd
93581,Transcath closure of vsd
93582,Perq transcath closure pda
93583,Perq transcath septal reduxn
93590,Perq transcath cls mitral
93591,Perq transcath cls aortic
93650,Ablate heart dysrhythm focus
93653,Ep & ablate supravent arrhyt
93654,Ep & ablate ventric tachy
93656,Tx atrial fib pulm vein isol
93797,Cardiac rehab
93798,Cardiac rehab/monitor
94002,Vent mgmt inpat init day
94003,Vent mgmt inpat subq day
94004,Vent mgmt nf per day
94005,Home vent mgmt supervision
94610,Surfactant admin thru tube
94640,Airway inhalation treatment
94642,Aerosol inhalation treatment
94644,Cbt 1st hour
94660,Pos airway pressure cpap
94662,Neg press ventilation cnp
94664,Evaluate pt use of inhaler
94667,Chest wall manipulation
94668,Chest wall manipulation
94669,Mechanical chest wall oscill
95115,Immunotherapy one injection
95117,Immunotherapy injections
95120,Immunotherapy one injection
95125,Immunotherapy 2/> injections
95130,Immntx 1 sting insect
95131,Immntx 2 sting insects
95132,Immntx 3 sting insects
95133,Immntx 4 sting insects
95134,Immntx 5 sting insects
95144,Antigen therapy services
95145,Antigen therapy services
95146,Antigen therapy services
95147,Antigen therapy services
95148,Antigen therapy services
95149,Antigen therapy services
95165,Antigen therapy services
95170,Antigen therapy services
95180,Rapid desensitization
95199,Allergy immunology services
95991,Spin/brain pump refil & main
95992,Canalith repositioning proc
96004,Phys review of motion tests
96020,Functional brain mapping
96040,Genetic counseling 30 min
96101,Psycho testing by psych/phys
96102,Psycho testing by technician
96103,Psycho testing admin by comp
96105,Assessment of aphasia
96110,Developmental screen w/score
96111,Developmental test extend
96116,Neurobehavioral status exam
96118,Neuropsych tst by psych/phys
96119,Neuropsych testing by tec
96120,Neuropsych tst admin w/comp
96125,Cognitive test by hc pro
96127,Brief emotional/behav assmt
96150,Assess hlth/behave init
96151,Assess hlth/behave subseq
96152,Intervene hlth/behave indiv
96153,Intervene hlth/behave group
96154,Interv hlth/behav fam w/pt
96155,Interv hlth/behav fam no pt
96360,Hydration iv infusion init
96365,Ther/proph/diag iv inf init
96369,Sc ther infusion up to 1 hr
96372,Ther/proph/diag inj sc/im
96373,Ther/proph/diag inj ia
96374,Ther/proph/diag inj iv push
96379,Ther/prop/diag inj/inf proc
96401,Chemo anti-neopl sq/im
96402,Chemo hormon antineopl sq/im
96405,Chemo intralesional up to 7
96406,Chemo intralesional over 7
96409,Chemo iv push sngl drug
96413,Chemo iv infusion 1 hr
96416,Chemo prolong infuse w/pump
96420,Chemo ia push tecnique
96422,Chemo ia infusion up to 1 hr
96425,Chemotherapy infusion method
96440,Chemotherapy intracavitary
96446,Chemotx admn prtl cavity
96450,Chemotherapy into cns
96521,Refill/maint portable pump
96522,Refill/maint pump/resvr syst
96523,Irrig drug delivery device
96542,Chemotherapy injection
96549,Chemotherapy unspecified
96567,Pdt dstr prmlg les skn
96573,Pdt dstr prmlg les phys/qhp
96574,Dbrdmt prmlg les w/pdt
96900,Ultraviolet light therapy
96910,Photochemotherapy with uv-b
96912,Photochemotherapy with uv-a
96913,Photochemotherapy uv-a or b
96920,Laser tx skin < 250 sq cm
96921,Laser tx skin 250-500 sq cm
96922,Laser tx skin >500 sq cm
96999,Dermatological procedure
97010,Hot or cold packs therapy
97012,Mechanical traction therapy
97014,Electric stimulation therapy
97016,Vasopneumatic device therapy
97018,Paraffin bath therapy
97022,Whirlpool therapy
97024,Diathermy eg microwave
97026,Infrared therapy
97028,Ultraviolet therapy
97032,Electrical stimulation
97033,Electric current therapy
97034,Contrast bath therapy
97035,Ultrasound therapy
97036,Hydrotherapy
97039,Physical therapy treatment
97110,Therapeutic exercises
97112,Neuromuscular reeducation
97113,Aquatic therapy/exercises
97116,Gait training therapy
97124,Massage therapy
97127,Ther ivntj w/focus cog funcj
97139,Physical medicine procedure
97140,Manual therapy 1/> regions
97150,Group therapeutic procedures
97161,Pt eval low complex 20 min
97162,Pt eval mod complex 30 min
97163,Pt eval high complex 45 min
97164,Pt re-eval est plan care
97165,Ot eval low complex 30 min
97166,Ot eval mod complex 45 min
97167,Ot eval high complex 60 min
97168,Ot re-eval est plan care
97530,Therapeutic activities
97533,Sensory integration
97535,Self care mngment training
97537,Community/work reintegration
97542,Wheelchair mngment training
97545,Work hardening
97597,Rmvl devital tis 20 cm/<
97602,Wound(s) care non-selective
97605,Neg press wound tx </=50 cm
97606,Neg press wound tx >50 cm
97607,Neg press wnd tx </=50 sq cm
97608,Neg press wound tx >50 cm
97610,Low frequency non-thermal us
97750,Physical performance test
97755,Assistive technology assess
97760,Orthotic mgmt&trainj 1st enc
97761,Prosthetic trainj 1st enc
97763,Orthc/prostc mgmt sbsq enc
97799,Physical medicine procedure
97802,Medical nutrition indiv in
97803,Med nutrition indiv subseq
97804,Medical nutrition group
98925,Osteopath manj 1-2 regions
98926,Osteopath manj 3-4 regions
98927,Osteopath manj 5-6 regions
98928,Osteopath manj 7-8 regions
98929,Osteopath manj 9-10 regions
98940,Chiropract manj 1-2 regions
98941,Chiropract manj 3-4 regions
98942,Chiropractic manj 5 regions
98943,Chiropract manj xtrspinl 1/>
99024,Postop follow-up visit
99050,Medical services after hrs
99051,Med serv eve/wkend/holiday
99053,Med serv 10pm-8am 24 hr fac
99056,Med service out of office
99058,Office emergency care
99060,Out of office emerg med serv
99175,Induction of vomiting
99183,Hyperbaric oxygen therapy
99184,Hypothermia ill neonate
99195,Phlebotomy
99201,Office/outpatient visit new
99202,Office/outpatient visit new
99203,Office/outpatient visit new
99204,Office/outpatient visit new
99205,Office/outpatient visit new
99211,Office/outpatient visit est
99212,Office/outpatient visit est
99213,Office/outpatient visit est
99214,Office/outpatient visit est
99215,Office/outpatient visit est
99218,Initial observation care
99219,Initial observation care
99220,Initial observation care
99221,Initial hospital care
99222,Initial hospital care
99223,Initial hospital care
99224,Subsequent observation care
99225,Subsequent observation care
99226,Subsequent observation care
99231,Subsequent hospital care
99232,Subsequent hospital care
99233,Subsequent hospital care
99234,Observ/hosp same date
99235,Observ/hosp same date
99236,Observ/hosp same date
99241,Office consultation
99242,Office consultation
99243,Office consultation
99244,Office consultation
99245,Office consultation
99251,Inpatient consultation
99252,Inpatient consultation
99253,Inpatient consultation
99254,Inpatient consultation
99255,Inpatient consultation
99281,Emergency dept visit
99282,Emergency dept visit
99283,Emergency dept visit
99284,Emergency dept visit
99285,Emergency dept visit
99288,Direct advanced life support
99291,Critical care first hour
99304,Nursing facility care init
99305,Nursing facility care init
99306,Nursing facility care init
99307,Nursing fac care subseq
99308,Nursing fac care subseq
99309,Nursing fac care subseq
99310,Nursing fac care subseq
99318,Annual nursing fac assessmnt
99324,Domicil/r-home visit new pat
99325,Domicil/r-home visit new pat
99326,Domicil/r-home visit new pat
99327,Domicil/r-home visit new pat
99328,Domicil/r-home visit new pat
99334,Domicil/r-home visit est pat
99335,Domicil/r-home visit est pat
99336,Domicil/r-home visit est pat
99337,Domicil/r-home visit est pat
99341,Home visit new patient
99342,Home visit new patient
99343,Home visit new patient
99344,Home visit new patient
99345,Home visit new patient
99347,Home visit est patient
99348,Home visit est patient
99349,Home visit est patient
99350,Home visit est patient
99358,Prolong service w/o contact
99381,Init pm e/m new pat infant
99382,Init pm e/m new pat 1-4 yrs
99383,Prev visit new age 5-11
99384,Prev visit new age 12-17
99385,Prev visit new age 18-39
99386,Prev visit new age 40-64
99387,Init pm e/m new pat 65+ yrs
99391,Per pm reeval est pat infant
99392,Prev visit est age 1-4
99393,Prev visit est age 5-11
99394,Prev visit est age 12-17
99395,Prev visit est age 18-39
99396,Prev visit est age 40-64
99397,Per pm reeval est pat 65+ yr
99455,Work related disability exam
99456,Disability examination
99460,Init nb em per day hosp
99461,Init nb em per day non-fac
99462,Sbsq nb em per day hosp
99463,Same day nb discharge
99464,Attendance at delivery
99465,Nb resuscitation
99466,Ped crit care transport
99468,Neonate crit care initial
99469,Neonate crit care subsq
99471,Ped critical care initial
99472,Ped critical care subsq
99475,Ped crit care age 2-5 init
99476,Ped crit care age 2-5 subsq
99477,Init day hosp neonate care
99478,Ic lbw inf < 1500 gm subsq
99479,Ic lbw inf 1500-2500 g subsq
99480,Ic inf pbw 2501-5000 g subsq
99483,Assmt & care pln pt cog imp
99484,Care mgmt svc bhvl hlth cond
99487,Cmplx chron care w/o pt vsit
99490,Chron care mgmt srvc 20 min
99492,1st psyc collab care mgmt
99493,Sbsq psyc collab care mgmt
99495,Trans care mgmt 14 day disch
99496,Trans care mgmt 7 day disch
99499,Unlisted e&m service
